Tema;Categoría;Pregunta ABC AFIP;Preguntas Similares;Respuesta AFIP;Respuesta Bill
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿Cómo me doy cuenta de cuáles son mis ingresos brutos?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;¿Qué ingresos tengo que tener en cuenta si realizo más de una actividad?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;¿Cómo es la categorización cuando estoy inscripto en más de una actividad?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;Si estoy inscripto en varias actividades ¿La categorización es una sola o por actividad?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;Para categorizarme ¿Se considera solo la actividad principal o todas las actividades que realizo?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;¿Debo tomar sólo una actividad como referencia para la categorización?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;Si realizo varias actividades ¿cómo me categorizo?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;En caso de realizar más de una actividad, ¿en base a cuál determino la categorización?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Qué ingresos tengo que tener en cuenta si además de mi actividad soy empleado?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Cuáles son los ingresos que debo considerar si soy empleado en relación de dependencia?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Debo considerar mis ingresos por la actividad que estoy inscripto en Monotributo y los que recibo por estar en relación de dependencia?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;Si a su vez soy empleado, ¿qué ingresos debo declarar para categorizarme en el monotributo?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Cuáles ingresos brutos debo computar si también estoy en relación de dependencia?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;En caso de también ser empleado, ¿qué ingresos debo considerar para determinar mi categoría?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;En caso de estar en relación de dependencia e inscribirse al monotributo ¿qué ingresos brutos tengo en cuenta?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?";¿Siempre se tienen en cuenta todos los parámetros del Monotributo?;"El parámetro energía eléctrica consumida no debe ser considerado en las actividades que se señalan a continuación:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18";"No vas a tener en cuenta el parámetro de energía eléctrica consumida cuando tu actividad sea alguna/as de las siguientes:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?";¿Es obligatorio tener en cuenta el parámetro de energía eléctrica?;"El parámetro energía eléctrica consumida no debe ser considerado en las actividades que se señalan a continuación:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18";"No vas a tener en cuenta el parámetro de energía eléctrica consumida cuando tu actividad sea alguna/as de las siguientes:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?";¿Cuándo debo considerar el parámetro de energía eléctrica?;"El parámetro energía eléctrica consumida no debe ser considerado en las actividades que se señalan a continuación:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18";"No vas a tener en cuenta el parámetro de energía eléctrica consumida cuando tu actividad sea alguna/as de las siguientes:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?";"¿En qué caso no debo considerar declarar la ""energía eléctrica?";"El parámetro energía eléctrica consumida no debe ser considerado en las actividades que se señalan a continuación:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18";"No vas a tener en cuenta el parámetro de energía eléctrica consumida cuando tu actividad sea alguna/as de las siguientes:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?";¿Qué actividades no consideran el parámetro de la energía electrica?;"El parámetro energía eléctrica consumida no debe ser considerado en las actividades que se señalan a continuación:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18";"No vas a tener en cuenta el parámetro de energía eléctrica consumida cuando tu actividad sea alguna/as de las siguientes:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?";¿Cuándo tengo que tener en cuenta el parámetro de la electricidad?;"El parámetro energía eléctrica consumida no debe ser considerado en las actividades que se señalan a continuación:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18";"No vas a tener en cuenta el parámetro de energía eléctrica consumida cuando tu actividad sea alguna/as de las siguientes:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?";¿El parámetro de la energía eléctrica se considera en la categorización de todas las actividades?;"El parámetro energía eléctrica consumida no debe ser considerado en las actividades que se señalan a continuación:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18";"No vas a tener en cuenta el parámetro de energía eléctrica consumida cuando tu actividad sea alguna/as de las siguientes:
- Lavaderos de automotores.
- Expendio de helados.
- Servicios de lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco, no industriales.
- Explotación de kioscos (polirrubros y similares).
- Explotación de juegos electrónicos, efectuada en localidades cuya población resulte inferior a 400.000 habitantes, de acuerdo con los datos oficiales publicados por el Instituto Nacional de Estadística y Censos (I.N.D.E.C.), correspondientes al último censo poblacional realizado.

Fuente: Art. 16 y Anexo II RG 4309/18
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""superficie afectada""?";¿Siempre se tienen en cuenta todos los parámetros del Monotributo?;"El parámetro superficie afectada a la actividad no debe ser considerado en las actividades que se señalan a continuación:

- Servicios de playas de estacionamiento, garajes y lavaderos de automotores.
- Servicios de prácticas deportivas (clubes, gimnasios, canchas de tenis y ""paddle"", piletas de natación y similares).
- Servicios de diversión y esparcimiento (billares, ""pool"", ""bowling"", salones para fiestas infantiles, peloteros y similares).
- Servicios de alojamiento u hospedaje prestados en hoteles, pensiones, excepto en alojamientos por hora.
- Explotación de carpas, toldos, sombrillas y otros bienes, en playas o balnearios.
- Servicios de ""camping"" (incluye refugio de montaña) y servicios de guarderías náuticas.
- Servicios de enseñanza, instrucción y capacitación (institutos, academias, liceos y similares), y los prestados por jardines de infantes, guarderías y jardines materno-infantiles.
- Servicios prestados por establecimientos geriátricos y hogares para ancianos.
- Servicios de reparación, mantenimiento, conservación e instalación de equipos y accesorios, relativos a rodados, sus partes y componentes.
- Servicios de depósito y resguardo de cosas muebles.
- Locaciones de bienes inmuebles.
Tampoco será de aplicación el parámetro de superficie afectada a la actividad en zonas urbanas, suburbanas o rurales de las ciudades o poblaciones de hasta 40.000 habitantes.

Fuente: Art. 16, Anexo II RG 4309/18 y Art. 10 Ley 26.565";"No vas a tener en cuenta el parámetro de superficie afectada a la actividad cuando tu actividad sea alguna/as de las siguientes:

- Servicios de playas de estacionamiento, garajes y lavaderos de automotores.
- Servicios de prácticas deportivas (clubes, gimnasios, canchas de tenis y ""paddle"", piletas de natación y similares).
- Servicios de diversión y esparcimiento (billares, ""pool"", ""bowling"", salones para fiestas infantiles, peloteros y similares).
- Servicios de alojamiento u hospedaje prestados en hoteles, pensiones, excepto en alojamientos por hora.
- Explotación de carpas, toldos, sombrillas y otros bienes, en playas o balnearios.
- Servicios de ""camping"" (incluye refugio de montaña) y servicios de guarderías náuticas.
- Servicios de enseñanza, instrucción y capacitación (institutos, academias, liceos y similares), y los prestados por jardines de infantes, guarderías y jardines materno-infantiles.
- Servicios prestados por establecimientos geriátricos y hogares para ancianos.
- Servicios de reparación, mantenimiento, conservación e instalación de equipos y accesorios, relativos a rodados, sus partes y componentes.
- Servicios de depósito y resguardo de cosas muebles.
- Locaciones de bienes inmuebles.
Tampoco será de aplicación el parámetro de superficie afectada a la actividad en zonas urbanas, suburbanas o rurales de las ciudades o poblaciones de hasta 40.000 habitantes.

Fuente: Art. 16, Anexo II RG 4309/18 y Art. 10 Ley 26.565
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""superficie afectada""?";¿es obligatorio tener en cuenta el parámetro de superficie afectada?;"El parámetro superficie afectada a la actividad no debe ser considerado en las actividades que se señalan a continuación:

- Servicios de playas de estacionamiento, garajes y lavaderos de automotores.
- Servicios de prácticas deportivas (clubes, gimnasios, canchas de tenis y ""paddle"", piletas de natación y similares).
- Servicios de diversión y esparcimiento (billares, ""pool"", ""bowling"", salones para fiestas infantiles, peloteros y similares).
- Servicios de alojamiento u hospedaje prestados en hoteles, pensiones, excepto en alojamientos por hora.
- Explotación de carpas, toldos, sombrillas y otros bienes, en playas o balnearios.
- Servicios de ""camping"" (incluye refugio de montaña) y servicios de guarderías náuticas.
- Servicios de enseñanza, instrucción y capacitación (institutos, academias, liceos y similares), y los prestados por jardines de infantes, guarderías y jardines materno-infantiles.
- Servicios prestados por establecimientos geriátricos y hogares para ancianos.
- Servicios de reparación, mantenimiento, conservación e instalación de equipos y accesorios, relativos a rodados, sus partes y componentes.
- Servicios de depósito y resguardo de cosas muebles.
- Locaciones de bienes inmuebles.
Tampoco será de aplicación el parámetro de superficie afectada a la actividad en zonas urbanas, suburbanas o rurales de las ciudades o poblaciones de hasta 40.000 habitantes.

Fuente: Art. 16, Anexo II RG 4309/18 y Art. 10 Ley 26.565";"No vas a tener en cuenta el parámetro de superficie afectada a la actividad cuando tu actividad sea alguna/as de las siguientes:

- Servicios de playas de estacionamiento, garajes y lavaderos de automotores.
- Servicios de prácticas deportivas (clubes, gimnasios, canchas de tenis y ""paddle"", piletas de natación y similares).
- Servicios de diversión y esparcimiento (billares, ""pool"", ""bowling"", salones para fiestas infantiles, peloteros y similares).
- Servicios de alojamiento u hospedaje prestados en hoteles, pensiones, excepto en alojamientos por hora.
- Explotación de carpas, toldos, sombrillas y otros bienes, en playas o balnearios.
- Servicios de ""camping"" (incluye refugio de montaña) y servicios de guarderías náuticas.
- Servicios de enseñanza, instrucción y capacitación (institutos, academias, liceos y similares), y los prestados por jardines de infantes, guarderías y jardines materno-infantiles.
- Servicios prestados por establecimientos geriátricos y hogares para ancianos.
- Servicios de reparación, mantenimiento, conservación e instalación de equipos y accesorios, relativos a rodados, sus partes y componentes.
- Servicios de depósito y resguardo de cosas muebles.
- Locaciones de bienes inmuebles.
Tampoco será de aplicación el parámetro de superficie afectada a la actividad en zonas urbanas, suburbanas o rurales de las ciudades o poblaciones de hasta 40.000 habitantes.

Fuente: Art. 16, Anexo II RG 4309/18 y Art. 10 Ley 26.565
"
Monotributo;Categorización;"¿En qué casos no se tendrá en cuenta el parámetro ""superficie afectada""?";¿Cuándo debo considerar el parámetro de superficie?;"El parámetro superficie afectada a la actividad no debe ser considerado en las actividades que se señalan a continuación:

- Servicios de playas de estacionamiento, garajes y lavaderos de automotores.
- Servicios de prácticas deportivas (clubes, gimnasios, canchas de tenis y ""paddle"", piletas de natación y similares).
- Servicios de diversión y esparcimiento (billares, ""pool"", ""bowling"", salones para fiestas infantiles, peloteros y similares).
- Servicios de alojamiento u hospedaje prestados en hoteles, pensiones, excepto en alojamientos por hora.
- Explotación de carpas, toldos, sombrillas y otros bienes, en playas o balnearios.
- Servicios de ""camping"" (incluye refugio de montaña) y servicios de guarderías náuticas.
- Servicios de enseñanza, instrucción y capacitación (institutos, academias, liceos y similares), y los prestados por jardines de infantes, guarderías y jardines materno-infantiles.
- Servicios prestados por establecimientos geriátricos y hogares para ancianos.
- Servicios de reparación, mantenimiento, conservación e instalación de equipos y accesorios, relativos a rodados, sus partes y componentes.
- Servicios de depósito y resguardo de cosas muebles.
- Locaciones de bienes inmuebles.
Tampoco será de aplicación el parámetro de superficie afectada a la actividad en zonas urbanas, suburbanas o rurales de las ciudades o poblaciones de hasta 40.000 habitantes.

Fuente: Art. 16, Anexo II RG 4309/18 y Art. 10 Ley 26.565";"No vas a tener en cuenta el parámetro de superficie afectada a la actividad cuando tu actividad sea alguna/as de las siguientes:

- Servicios de playas de estacionamiento, garajes y lavaderos de automotores.
- Servicios de prácticas deportivas (clubes, gimnasios, canchas de tenis y ""paddle"", piletas de natación y similares).
- Servicios de diversión y esparcimiento (billares, ""pool"", ""bowling"", salones para fiestas infantiles, peloteros y similares).
- Servicios de alojamiento u hospedaje prestados en hoteles, pensiones, excepto en alojamientos por hora.
- Explotación de carpas, toldos, sombrillas y otros bienes, en playas o balnearios.
- Servicios de ""camping"" (incluye refugio de montaña) y servicios de guarderías náuticas.
- Servicios de enseñanza, instrucción y capacitación (institutos, academias, liceos y similares), y los prestados por jardines de infantes, guarderías y jardines materno-infantiles.
- Servicios prestados por establecimientos geriátricos y hogares para ancianos.
- Servicios de reparación, mantenimiento, conservación e instalación de equipos y accesorios, relativos a rodados, sus partes y componentes.
- Servicios de depósito y resguardo de cosas muebles.
- Locaciones de bienes inmuebles.
Tampoco será de aplicación el parámetro de superficie afectada a la actividad en zonas urbanas, suburbanas o rurales de las ciudades o poblaciones de hasta 40.000 habitantes.

Fuente: Art. 16, Anexo II RG 4309/18 y Art. 10 Ley 26.565
"
