Tema;Categoría;Pregunta ABC AFIP;Preguntas Similares;Respuesta AFIP;Respuesta Bill
Monotributo;Categorización;¿En qué categoría debo encuadrarme si inicio una actividad y opto por adherirme al Régimen Simplificado?;Al iniciar una actividad ¿qué tengo que tener en cuenta para determinar la categoría?;"En el caso de iniciación de actividades, el pequeño contribuyente deberá encuadrarse en la categoría que le corresponda de conformidad a la magnitud física referida a la superficie que tenga afectada a la actividad y, en su caso, al monto pactado en el contrato de alquiler respectivo. De no contar con tales referencias se categorizará inicialmente mediante una estimación razonable.
Transcurridos 6 meses, deberá proceder a anualizar los ingresos brutos obtenidos, la energía eléctrica consumida y los alquileres devengados en dicho período, a efectos de confirmar su categorización o determinar su recategorización o exclusión del régimen, de acuerdo con las cifras obtenidas, debiendo, en su caso, ingresar el importe mensual correspondiente a su nueva categoría a partir del segundo mes siguiente al del último mes del período indicado.
Hasta tanto transcurran 12 meses desde el inicio de la actividad, se deberán anualizar los ingresos brutos obtenidos, la energía eléctrica consumida y los alquileres devengados en cada cuatrimestre.

Fuente: Art. 12 Ley 26.565

";"Cuando inicies actividades deberás adherirte en la categoría que te corresponda, teniendo el cuenta el parámetro de la magnitud física, es decir, la superficie que tenes afectada a la actividad y, en caso de que alquiles el local, el monto pactado en el contrato de alquiler. Si no tenes esos datos, te tenes que categorizar en base a una estimación de los parámetros que tiene en cuenta el Monotributo.
Transcurridos 6 meses, deberás proceder a anualizar los ingresos brutos obtenidos, la energía eléctrica consumida y los alquileres devengados en dicho período, de esta manera confirmar tu categoria o determinar si corresponde recategorizarte o pasar al regimén general.

Fuente: Art. 12 Ley 26.565

"
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿qué significan Ingresos Brutos?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿Cuáles son mis ingresos brutos?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿Qué considera el monotributo como ingreso bruto?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿Qué son los ingresos brutos?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿Qué comprenden los ingresos brutos?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿Qué son los ingresos brutos para los monotributistas?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿Qué se entiende por ingresos brutos?;¿Cómo me doy cuenta de cuáles son mis ingresos brutos?;"A los efectos del presente régimen, se consideran ingresos brutos obtenidos en las actividades, al producido de las ventas, locaciones o prestaciones correspondientes a operaciones realizadas por cuenta propia o ajena, excluidas aquellas que hubieran sido dejadas sin efecto y neto de descuentos efectuados de acuerdo con las costumbres de plaza.
Los ingresos brutos considerados son los devengados en el período.
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.
No se considera ingreso bruto el derivado de la realización de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto hayan permanecido en el patrimonio del contribuyente adherido al monotributo, como mínimo, doce meses desde la fecha de habilitación del bien.
Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) trabajos ejecutados en relación de dependencia,
c) jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) el ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.
Respecto a los ingresos provenientes de las actividades mencionadas, deberá cumplirse, de corresponder, con las obligaciones y deberes impositivos y previsionales establecidos por el régimen general vigente.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
";"Se considera ingresos brutos a los obtenidos por tu actividad o actividades, es decir, el ingreso de las ventas, locaciones o prestaciones de servicios. 
Dichos ingresos, comprenden a los impuestos nacionales, excepto los que se indican a continuación:
a) Impuesto interno a los cigarrillos.
b) Impuesto adicional de emergencia a los cigarrillos.
c) Impuesto sobre los Combustibles Líquidos y al Dióxido de Carbono.

No se considera ingreso bruto la venta de bienes de uso, entendiendo por tales aquéllos cuyo plazo de vida útil sea superior a dos años, en tanto lo hayas tenido en tu patrimonio, como mínimo, doce meses desde la fecha de habilitación del bien.

Por último, no se computarán como ingresos brutos los provenientes de:
a) Cargos públicos,
b) Trabajos ejecutados en relación de dependencia,
c) Jubilaciones, pensiones o retiros correspondientes a alguno de los regímenes nacionales o provinciales,
d) El ejercicio de la dirección, administración, conducción de las sociedades no comprendidas en el monotributo comprendidas y no adheridas al mismo,
e) Las prestaciones e inversiones financieras, compraventa de valores mobiliarios y de participaciones en las utilidades de cualquier sociedad no incluida en el mismo.

Fuente: Art. 3 Ley 26.565, Arts. 9, 10, 11 y 12 Decreto 1/2010
"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;¿Qué ingresos tengo que tener en cuenta si realizo más de una actividad?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;¿Cómo es la categorización cuando estoy inscripto en más de una actividad?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;Si estoy inscripto en varias actividades ¿La categorización es una sola o por actividad?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;Para categorizarme ¿Se considera solo la actividad principal o todas las actividades que realizo?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;¿Debo tomar sólo una actividad como referencia para la categorización?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;Si realizo varias actividades ¿cómo me categorizo?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;¿cómo se debe categorizar si se realiza más de una actividad?;En caso de realizar más de una actividad, ¿en base a cuál determino la categorización?;"En función de la actividad principal, pero sumando los ingresos brutos de todas. Asimismo, no puede exceder de 3 actividades.

Fuente: Art. 3 Ley 26.565";"Si realizas más de una actividad te corresponde categorizarte en función de la actividad principal, es decir, la de mayor ingresos brutos, pero deberás sumar los ingresos brutos de todas las actividades. Recordá que no podrás tener más de 3 actividades.

Fuente: Art. 3 Ley 26.565"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Qué ingresos tengo que tener en cuenta si además de mi actividad soy empleado?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Cuáles son los ingresos que debo considerar si soy empleado en relación de dependencia?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Debo considerar mis ingresos por la actividad que estoy inscripto en Monotributo y los que recibo por estar en relación de dependencia?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;Si a su vez soy empleado, ¿qué ingresos debo declarar para categorizarme en el monotributo?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;¿Cuáles ingresos brutos debo computar si también estoy en relación de dependencia?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;En caso de también ser empleado, ¿qué ingresos debo considerar para determinar mi categoría?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
Monotributo;Categorización;Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?;En caso de estar en relación de dependencia e inscribirse al monotributo ¿qué ingresos brutos tengo en cuenta?;"Se deberán computar solamente los ingresos brutos obtenidos por las actividades incluidas en el Régimen Simplificado.

Fuente: Art. 12 Decreto 1/2010";"Si además de tu actividad, trabajas en relación de dependencia, solo tenes que tener en cuenta los ingresos provenientes de las actividades incluídas en el Monotributo.
Fuente: Art. 12 Decreto 1/2010"
